LINK_ID,F_NODE,T_NODE,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,C-ITS,LENGTH,UPDATEDATE
2170449200,2170141000,2170140000,1,107,0,-,신촌1길,0,0,0,30,0,0,0,0,38.90299946,20230519
2160060100,2160020100,2160019300,3,107,0,-,석호로,0,0,0,50,0,0,0,0,67.19385563,20230519
2160049200,2160016700,2160015900,2,107,0,-,석호공원로,0,0,0,30,0,0,0,0,227.9036342,20230519
2170101404,2170028503,2170028600,3,107,0,-,광덕3로,0,0,0,30,0,0,0,0,109.678536,20230519
2170454600,2170143500,2170143400,1,107,0,-,-,0,0,0,50,0,0,0,0,88.68307084,20230519
2160380500,2160114200,2160114700,1,107,0,-,성안길,0,0,0,10,0,0,0,0,79.33848747,20230519
2160030300,2160009100,2160009200,2,107,0,-,이호로,0,0,0,30,0,0,0,0,205.4136575,20230519
2160029002,2160008601,2160008600,1,107,0,-,초당로,0,0,0,30,0,0,0,0,122.0949539,20230519
2160045900,2160016300,2160014700,3,107,0,-,감골로,0,0,0,60,0,0,0,0,129.9488407,20230519
2160073500,2160023800,2160024800,1,107,0,-,석삼말로,0,0,0,30,0,0,0,0,310.4414872,20230519
2160066700,2160022100,2160021400,1,107,0,-,충장로5길,0,0,0,30,0,0,0,0,123.2094493,20230519
2160068004,2160021802,2160021801,2,107,0,-,양지편로,0,0,0,30,0,0,0,0,90.04106618,20230519
2170457000,2170144100,2170144000,1,107,0,-,광덕2로,0,0,0,50,0,0,0,0,88.76366173,20230519
2160368700,2160111300,2160111400,1,107,0,-,박우물1길,0,0,0,40,0,0,0,0,41.74661545,20230519
2170445400,2170141400,2170107202,1,107,0,-,신촌3길,0,0,0,30,0,0,0,0,90.05354043,20230519
2160367900,2160111100,2160111200,1,107,0,-,송호1길,0,0,0,40,0,0,0,0,269.2254206,20230519
2170078700,2170021400,2170021100,3,107,0,-,광덕1로,0,0,0,50,0,0,0,0,330.5176307,20230519
2160368000,2160111200,2160111000,1,107,0,-,송호로,0,0,0,40,0,0,0,0,110.6523464,20230519
2170131600,2170038000,2170038200,2,107,0,-,고잔로,0,0,0,50,0,0,0,0,162.3921896,20230519
2170449600,2170141200,2170107305,1,107,0,-,신촌5길,0,0,0,30,0,0,0,0,42.60321681,20230519
2160358400,2160115100,2160000901,1,107,0,-,세류로,0,0,0,30,0,0,0,0,362.9121812,20230519
2160067600,2160021700,2160023200,2,107,0,-,도매시장로,0,0,0,30,0,0,0,0,303.8555387,20230519
2160065703,2160021001,2160021002,1,107,0,-,삼태기로,0,0,0,30,0,0,0,0,114.0093642,20230519
2160078800,2160026000,2160025800,3,107,0,-,광덕4로,0,0,0,50,0,0,0,0,174.9456996,20230519
2160388200,2160037700,2160037400,1,107,0,-,한양대내부도로,0,0,0,10,0,0,0,0,465.9999575,20230519
2160276800,2160087700,2330499600,2,107,3,-,수노을3로,0,0,0,50,0,0,0,0,170.8741472,20230519
2170074900,2170020000,2170023900,3,107,0,-,한양대학로,0,0,0,60,0,0,0,0,228.9123445,20230519
2170089102,2170024401,2170028600,4,107,0,-,광덕대로,0,0,0,50,0,0,0,0,118.6147666,20230519
2170397800,2170143100,2170028601,1,107,0,-,-,0,0,0,30,0,0,0,0,102.1646419,20230519
2170098801,2170027600,2170027602,3,107,0,-,광덕3로,0,0,0,60,0,0,0,0,101.1577572,20230519
2170107001,2170030100,2170030101,3,107,0,-,한양대학로,0,0,0,30,0,0,0,0,77.78089206,20230519
2170089502,2170024501,2170029100,2,107,0,-,광덕서로,0,0,0,30,0,0,0,0,134.4232395,20230519
2170060700,2170017900,2170015400,2,107,0,-,광덕동로,0,0,0,30,0,0,0,0,204.0672531,20230519
2160028902,2160009500,2160008500,2,107,0,-,감골로,0,0,0,50,0,0,0,0,372.586394,20230519
2160019900,2160002104,2160008900,3,107,0,-,-,0,0,0,60,0,0,0,0,292.3321575,20230519
2160074800,2160024400,2160024300,3,107,0,-,광덕3로,0,0,0,60,0,0,0,0,113.2519298,20230519
2160373100,2160019503,2160112600,1,107,0,-,천문3길,0,0,0,30,0,0,0,0,131.1362569,20230519
2160061100,2160021200,2160019600,4,107,0,-,항가울로,0,0,0,50,0,0,0,0,194.5695192,20230519
2170023100,2170002301,2170012900,2,107,0,-,화정천서로,0,0,0,30,0,0,0,0,466.966509,20230519
2170105701,2170029800,2170107200,3,107,0,-,광덕3로,0,0,0,30,0,0,0,0,229.4684425,20230519
2160060000,2160019300,2160020100,3,107,0,-,석호로,0,0,0,50,0,0,0,0,67.19394191,20230519
2170073500,2170020000,2170019600,3,107,0,-,광덕1로,0,0,0,50,0,0,0,0,465.0177823,20230519
2160070302,2160022602,2160022600,3,107,0,-,석호로,0,0,0,30,0,0,0,0,191.7060887,20230519
2170060000,2170015300,2170015400,2,107,0,-,안산천남로,0,0,0,30,0,0,0,0,313.471795,20230519
2170443800,2170139300,2170139200,1,107,0,-,다리간2길,0,0,0,40,0,0,0,0,39.9289429,20230519
2160054200,2160017500,2160018600,2,107,0,-,용하공원로,0,0,0,30,0,0,0,0,135.742216,20230519
2170455900,2170024102,2170143700,1,107,0,-,광덕2로,0,0,0,40,0,0,0,0,199.7626756,20230519
2170035500,2170041000,2170006600,2,107,0,-,화정천서로,0,0,0,50,0,0,0,0,511.4829794,20230519
2170080300,2170021700,2170021600,3,107,0,-,광덕1로,0,0,0,50,0,0,0,0,23.61391991,20230519
2160063000,2160021500,2160020200,1,107,0,-,구룡체육관로,0,0,0,30,0,0,0,0,248.9209441,20230519
2160006601,2160002100,2160002102,4,105,0,98,해안로,0,0,0,70,0,0,0,0,501.3163237,20230519
2160056800,2160018600,2160018400,2,107,0,-,삼리로,0,0,0,30,0,0,0,0,424.5008061,20230519
2160054600,2160017600,2160018700,2,107,0,-,-,0,0,0,30,0,0,0,0,138.0579071,20230519
2160069600,2160025600,2160022400,3,107,0,-,충장로,0,0,0,50,0,0,0,0,810.9277967,20230519
2160058800,2160018900,2160019500,1,107,0,-,음태기길,0,0,0,30,0,0,0,0,55.75323849,20230519
2170326304,2170108103,2170108100,1,107,0,-,다리간3길,0,0,0,40,0,0,0,0,75.86227262,20230519
2160395101,2160119301,2160119401,4,107,0,-,해안로,0,0,0,70,0,0,0,0,487.9075979,20230519
2170060400,2170019000,2170015300,3,107,0,-,한양대학로,0,0,0,30,0,0,0,0,268.0597197,20230519
2160081200,2160027400,2160027300,2,107,0,-,화랑로,0,0,0,50,0,0,0,0,354.6145449,20230519
2160381800,2160115200,2160008601,1,107,0,-,장화로,0,0,0,50,0,0,0,0,293.5627657,20230519
2160033001,2160010100,2160079900,2,107,0,-,오목로,0,0,0,30,0,0,0,0,264.4384027,20230519
2160353700,2160024501,2160110200,1,107,0,-,조구나리길,0,0,0,40,0,0,0,0,27.40285799,20230519
2160356500,2160018801,2160113100,1,107,0,-,삼리1길,0,0,0,30,0,0,0,0,27.67416957,20230519
2170115701,2170033800,2170107400,3,107,0,-,광덕4로,0,0,0,50,0,0,0,0,228.4645529,20230519
2170454800,2170143500,2170024401,1,107,0,-,-,0,0,0,50,0,0,0,0,108.5735908,20230519
2170101804,2170028603,2170029100,3,107,0,-,광덕3로,0,0,0,60,0,0,0,0,52.95982937,20230519
2160054100,2160017500,2160017600,3,107,0,-,용신로,0,0,0,50,0,0,0,0,207.0567645,20230519
2160066200,2160021200,2160022900,4,107,0,-,항가울로,0,0,0,30,0,0,0,0,213.7944367,20230519
2160388600,2160002100,2170015500,4,107,0,-,광덕대로,0,0,0,50,0,0,0,0,897.898512,20230519
2160392901,2160118401,2160118601,4,107,0,-,항가울로,0,0,0,60,0,0,0,0,53.56551898,20230519
2170398300,2170024403,2170143400,1,107,0,-,광덕2로,0,0,0,50,0,0,0,0,169.2314829,20230519
2170062000,2170015800,2170016300,2,107,0,-,안산천남로,0,0,0,30,0,0,0,0,498.3635666,20230519
2160024400,2160005700,2160027000,3,107,0,-,항가울로,0,0,0,50,0,0,0,0,266.9548555,20230519
2160014200,2160006200,2160006000,4,103,0,42,수인로,0,0,0,70,0,0,0,0,133.1702341,20230519
2160002605,2160002100,2160002101,3,105,0,98,해안로,0,0,0,70,0,0,0,0,301.3134032,20230519
2334292800,2330499500,2330380200,2,107,0,-,수노을1로,0,0,0,30,0,0,0,0,607.4281332,20230519
2170019600,2160027100,2170036800,2,107,3,-,고잔로,0,0,0,50,0,0,0,0,94.4885151,20230519
2160040601,2160012800,2160080100,2,107,0,-,반석로,0,0,0,30,0,0,0,0,264.9576606,20230519
2170132300,2170038200,2170040600,2,107,0,-,적금로,0,0,0,50,0,0,0,0,201.1744167,20230519
2160395501,2160119401,2160002104,4,107,0,-,해안로,0,0,0,70,0,0,0,0,258.9446583,20230519
2160076600,2160025100,2160025000,2,107,0,-,성호로,0,0,0,30,0,0,0,0,78.83757074,20230519
2160378100,2160015202,2160015203,1,107,0,-,성안길,0,0,0,40,0,0,0,0,82.18032147,20230519
2170444200,2170139400,2170108101,1,107,0,-,다리간2길,0,0,0,40,0,0,0,0,77.65702952,20230519
2160058202,2160018801,2160018800,2,107,0,-,삼리로,0,0,0,50,0,0,0,0,126.8525703,20230519
2160067500,2160021700,2160022400,3,107,0,-,충장로,0,0,0,50,0,0,0,0,111.9242966,20230519
2170079000,2170025100,2170021100,3,107,0,-,적금로,0,0,0,50,0,0,0,0,225.2221751,20230519
2170325404,2170107303,2170107302,1,107,0,-,신촌로,0,0,0,30,0,0,0,0,37.06192077,20230519
2160054500,2160017600,2160017700,3,107,0,-,용신로,0,0,0,60,0,0,0,0,229.6309817,20230519
2170069304,2170018103,2170018100,2,107,0,-,초지2로,0,0,0,50,0,0,0,0,43.50165554,20230519
2160394101,2160119401,2160118801,2,107,0,-,해양4로,0,0,0,30,0,0,0,0,424.2047211,20230519
2170105702,2170107200,2170029700,3,107,0,-,광덕3로,0,0,0,30,0,0,0,0,227.669785,20230519
2160052200,2160017800,2160016900,2,107,0,-,상록수로,0,0,0,50,0,0,0,0,342.896107,20230519
2170447000,2170140600,2170139900,1,107,0,-,신촌1길,0,0,0,30,0,0,0,0,38.90305219,20230519
2160076100,2160024800,2160025200,1,107,0,-,석삼말로,0,0,0,30,0,0,0,0,308.4985516,20230519
2160059900,2160019300,2160019500,1,107,0,-,천문로,0,0,0,30,0,0,0,0,171.3005162,20230519
2160030700,2160009200,2160009300,2,107,0,-,이호로,0,0,0,30,0,0,0,0,501.3210948,20230519
2160044700,2160015200,2160014200,1,107,0,-,한양대학로,0,0,0,30,0,0,0,0,219.7164056,20230519
2170063800,2170016300,2170016600,2,107,0,-,안산천남로,0,0,0,60,0,0,0,0,110.3266852,20230519
2170092600,2170029600,2170025400,2,107,0,-,화정천동로,0,0,0,30,0,0,0,0,304.4737098,20230519
2160358500,2160000901,2160115100,1,107,0,-,세류로,0,0,0,30,0,0,0,0,362.8227944,20230519
2160066900,2160021500,2160022100,1,107,0,-,구룡체육관로,0,0,0,30,0,0,0,0,114.4497637,20230519
2170392500,2170006101,2170139100,1,107,0,-,고잔2길,0,0,0,40,0,0,0,0,133.0460359,20230519
2160002507,2160037600,2160002101,4,105,0,98,해안로,0,0,0,70,0,0,0,0,221.281808,20230519
2160110400,2160005500,2160005100,2,103,0,39,중앙대로,0,0,1,50,0,0,0,0,372.2250629,20230519
2170011501,2170005700,2170005701,4,103,0,39,중앙대로,0,0,0,70,0,0,0,0,62.44138931,20230519
2170074700,2170020100,2170020000,3,107,0,-,광덕1로,0,0,0,50,0,0,0,0,310.8205353,20230519
2160374900,2160019502,2160113500,1,107,0,-,천문2길,0,0,0,30,0,0,0,0,39.03894895,20230519
2160065704,2160021002,2160021000,1,107,0,-,삼태기로,0,0,0,40,0,0,0,0,36.04094845,20230519
2160060905,2160019502,2160019503,1,107,0,-,천문1길,0,0,0,30,0,0,0,0,42.59608027,20230519
2160073900,2160023900,2160025200,1,107,0,-,석삼말로,0,0,0,30,0,0,0,0,420.392688,20230519
2170395300,2170107203,2170141500,1,107,0,-,신촌2길,0,0,0,30,0,0,0,0,90.73328768,20230519
2160020301,2160000900,2160000901,2,107,0,-,샘골로,0,0,0,30,0,0,0,0,197.5427168,20230519
2160013500,2160005700,2160005600,4,103,0,39,중앙대로,0,0,0,70,0,0,0,0,108.2809646,20230519
2170127000,2170036800,2170037100,2,107,0,-,고잔로,0,0,0,50,0,0,0,0,427.832738,20230519
2160393501,2160118701,2160118801,3,107,0,-,해양1로,0,0,0,50,0,0,0,0,362.6020253,20230519
2160068002,2160021801,2160023500,2,107,0,-,양지편로,0,0,0,30,0,0,0,0,141.1942278,20230519
2160070901,2160022800,2160022801,1,107,0,-,박우물로,0,0,0,40,0,0,0,0,33.01590857,20230519
2160382000,2160001102,2160000901,1,107,0,-,세류로,0,0,0,40,0,0,0,0,205.3418372,20230519
2170202900,2170062300,2170006400,4,103,0,39,중앙대로,0,0,0,70,0,0,0,0,368.9150075,20230519
2170082100,2170022000,2170023200,2,107,0,-,초지동로,0,0,0,50,0,0,0,0,68.1664471,20230519
2170085000,2170025900,2170023200,2,107,0,-,초지동로,0,0,0,50,0,0,0,0,157.0146583,20230519
2160372500,2160112700,2160112900,1,107,0,-,삼리1길,0,0,0,30,0,0,0,0,135.6932373,20230519
2160366700,2160110600,2160110900,1,107,0,-,송호1길,0,0,0,40,0,0,0,0,198.6592288,20230519
2160356600,2160113200,2160019504,1,107,0,-,천문4길,0,0,0,30,0,0,0,0,130.1916429,20230519
2160378700,2160015203,2160015205,1,107,0,-,성안길,0,0,0,40,0,0,0,0,226.1005942,20230519
2160049400,2160016100,2160016000,3,107,0,-,용신로,0,0,0,50,0,0,0,0,212.1755343,20230519
2170399300,2170028301,2170144600,1,107,0,-,이삭2길,0,0,0,40,0,0,0,0,108.9522485,20230519
2160036200,2160011200,2160012000,2,107,0,-,감골로,0,0,0,50,0,0,0,0,96.78855299,20230519
2334292500,2330499500,2330380800,2,107,0,-,수노을3로,0,0,0,50,0,0,0,0,247.0855609,20230519
2160031700,2160009500,2160009600,1,107,0,-,감골1로,0,0,0,30,0,0,0,0,167.4664205,20230519
2160372000,2160112800,2160112700,1,107,0,-,삼리2길,0,0,0,30,0,0,0,0,76.44135807,20230519
2160067300,2160022700,2160021600,2,107,0,-,안산대학로,0,0,0,30,0,0,0,0,198.4495455,20230519
2160080800,2160027000,2160027400,3,107,0,-,항가울로,0,0,0,50,0,0,0,0,198.6518821,20230519
2170064000,2170019300,2170016300,2,107,0,-,화정천동로,0,0,0,50,0,0,0,0,226.5927186,20230519
2170445300,2170139700,2170140100,1,107,0,-,신촌1길,0,0,0,30,0,0,0,0,155.5635527,20230519
2170102002,2170028601,2170032300,4,107,0,-,광덕대로,0,0,0,50,0,0,0,0,90.70549226,20230519
2170101803,2170028602,2170028603,3,107,0,-,광덕3로,0,0,0,60,0,0,0,0,92.12646766,20230519
2160377800,2160114100,2160015203,1,107,0,-,성안3길,0,0,0,40,0,0,0,0,137.9289689,20230519
2160061500,2160020300,2160019800,1,107,0,-,광덕4로,0,0,0,30,0,0,0,0,175.9487091,20230519
2160082200,2160027500,2160028200,1,107,0,-,단원길,0,0,0,30,0,0,0,0,372.8527068,20230519
2160370900,2160112000,2160112200,1,107,0,-,양지편2길,0,0,0,40,0,0,0,0,215.0332903,20230519
2160380200,2160114500,2160015207,1,107,0,-,성안3길,0,0,0,40,0,0,0,0,85.96697302,20230519
2160031300,2160009300,2160009400,1,107,0,-,이호로,0,0,0,30,0,0,0,0,144.0022882,20230519
2160350400,2160005000,2160107200,4,103,0,39,수인로,0,1,0,70,0,0,0,0,543.5250852,20230519
2170035600,2170006600,2170041000,2,107,0,-,화정천서로,0,0,0,50,0,0,0,0,515.6691045,20230519
2160388500,2160037900,2160037800,1,107,0,-,후곡4길,0,0,0,30,0,0,0,0,227.7361658,20230519
2160065300,2160020900,2160021600,2,107,0,-,석삼말로,0,0,0,30,0,0,0,0,101.8116101,20230519
2160013400,2160005600,2160005700,4,103,0,39,중앙대로,0,0,0,70,0,0,0,0,108.2778718,20230519
2160018901,2160008500,2160000601,2,107,0,-,감골로,0,0,0,50,0,0,0,0,302.7417846,20230519
2160029102,2160008601,2160008700,1,107,0,-,초당로,0,0,0,30,0,0,0,0,149.9514172,20230519
2170105901,2170029700,2170107500,2,107,0,-,화정천서로,0,0,0,50,0,0,0,0,147.8192196,20230519
2170094203,2170025900,2170025902,2,107,0,-,광덕2로,0,0,0,30,0,0,0,0,43.33661433,20230519
2160355300,2160111600,2160111800,1,107,0,-,박우물3길,0,0,0,40,0,0,0,0,232.2699178,20230519
2170392900,2170108501,2170139200,1,107,0,-,다리간3길,0,0,0,40,0,0,0,0,89.62512506,20230519
2170011602,2170005800,2170005701,4,103,0,39,중앙대로,0,0,0,70,0,0,0,0,460.2979304,20230519
2170395100,2170139700,2170141500,1,107,0,-,신촌2길,0,0,0,30,0,0,0,0,106.5609309,20230519
2170079900,2170021400,2170025400,2,107,0,-,화정천동로,0,0,0,50,0,0,0,0,225.8361187,20230519
2160358200,2160114900,2160009602,1,107,0,-,-,0,0,0,50,0,0,0,0,163.9080145,20230519
2170440100,2170140800,2170142800,1,107,0,-,-,0,0,0,40,0,0,0,0,83.18571379,20230519
2170074500,2170019900,2170020800,2,107,0,-,광덕서로,0,0,0,30,0,0,0,0,66.81984301,20230519
2160077600,2160025400,2160026200,2,107,0,-,도매시장로,0,0,0,30,0,0,0,0,234.5988919,20230519
2160040301,2160012500,2160037900,2,107,0,-,석호로,0,0,0,30,0,0,0,0,312.6155698,20230519
2160047408,2160015207,2160015206,1,107,0,-,한양대학2길,0,0,0,40,0,0,0,0,41.19636941,20230519
2160370700,2160111900,2160112100,1,107,0,-,양지편2길,0,0,0,30,0,0,0,0,96.87039986,20230519
2170452900,2170142700,2170142900,1,107,0,-,-,0,0,0,30,0,0,0,0,79.97091658,20230519
2170128200,2170039500,2170037100,2,107,0,-,예술대학로,0,0,0,50,0,0,0,0,201.5965549,20230519
2170447700,2170107203,2170140300,1,107,0,-,신촌2길,0,0,0,30,0,0,0,0,93.58290003,20230519
2160020402,2160001102,2160001100,2,107,0,-,본오로,0,0,0,30,0,0,0,0,69.51912877,20230519
2170327404,2170108502,2170108501,1,107,0,-,다리간3길,0,0,0,40,0,0,0,0,38.1357676,20230519
2160074701,2160024200,2160024201,3,107,0,-,광덕3로,0,0,0,30,0,0,0,0,158.0828302,20230519
2170394600,2170140800,2170018102,1,107,0,-,-,0,0,0,40,0,0,0,0,43.91206284,20230519
2170325601,2170107500,2170107501,1,107,0,-,신촌4길,0,0,0,30,0,0,0,0,27.17092473,20230519
2170325304,2170107202,2170107300,1,107,0,-,신촌로,0,0,0,30,0,0,0,0,37.20742952,20230519
2160378500,2160015205,2160114100,1,107,0,-,성안길,0,0,0,40,0,0,0,0,109.138227,20230519
2160063200,2160020300,2160021400,1,107,0,-,충장로5길,0,0,0,30,0,0,0,0,176.6726842,20230519
2160069400,2160024500,2160022300,2,107,0,-,안산천남1로,0,0,0,50,0,0,0,0,408.7712729,20230519
2160380800,2160114800,2160009601,2,107,0,-,감골2로,0,0,0,30,0,0,0,0,291.1209169,20230519
2160371300,2160021002,2160112400,1,107,0,-,삼태기1길,0,0,0,40,0,0,0,0,93.73490377,20230519
2170394800,2170140900,2170107501,1,107,0,-,신촌1길,0,0,0,30,0,0,0,0,42.34891605,20230519
2160082300,2160028200,2160027500,1,107,0,-,단원길,0,0,0,30,0,0,0,0,373.6739201,20230519
2160071000,2160022900,2160024400,4,107,0,-,항가울로,0,0,0,50,0,0,0,0,318.061933,20230519
2170446000,2170140300,2170140200,1,107,0,-,신촌2길,0,0,0,30,0,0,0,0,37.25487938,20230519
2160375000,2160113600,2160113400,1,107,0,-,-,0,0,0,30,0,0,0,0,40.82490876,20230519
2160381300,2160009201,2160010401,1,107,0,-,선암로,0,0,0,30,0,0,0,0,449.2719692,20230519
2160064000,2160020500,2160021500,1,107,0,-,충장로4길,0,0,0,30,0,0,0,0,155.6614334,20230519
2160350900,2160107300,2160022500,1,107,0,-,석삼말로,0,0,0,50,0,0,0,0,148.5180289,20230519
2160371900,2160021002,2160112500,1,107,0,-,삼태기1길,0,0,0,40,0,0,0,0,221.3546141,20230519
2170456300,2170143800,2170143900,1,107,0,-,-,0,0,0,40,0,0,0,0,87.7739006,20230519
2160380100,2160114600,2160114700,1,107,0,-,성안2길,0,0,0,40,0,0,0,0,65.53248448,20230519
2160357500,2160021803,2160114000,1,107,0,-,양지편1길,0,0,0,50,0,0,0,0,259.6941792,20230519
2160066300,2160022900,2160021200,4,107,0,-,항가울로,0,0,0,50,0,0,0,0,213.7945076,20230519
2170395000,2170141500,2170139700,1,107,0,-,신촌2길,0,0,0,30,0,0,0,0,106.5609309,20230519
2170088904,2170024403,2170024402,2,107,0,-,광덕2로,0,0,0,50,0,0,0,0,89.3339597,20230519
2160080000,2160026700,2160026800,1,107,0,-,호동로,0,0,0,30,0,0,0,0,233.6429101,20230519
